LoanID,Fraud,Loan Provider,Gender,OwnsCar,OwnsProperty,NumberOfChildren,AnnualIncome,TotalCredit,MonthlyPayments,SecurityDeposit,LatePaymentAmount,Occupation,Education,RiskLevel,MartialStatus,HouseType,NumberOfAccounts,CreditScore,CustomerAge,IncomeTaxDefault,NumberOfBankAccounts,ApplicationDay,HourOfDayApplied,ExperianRating
161522,0,Cash loans,F,0,1,0,135000.0,276277.5,15115.5,238500.0,18105,Working,Secondary / secondary special,,Civil marriage,House / apartment,19,176,31,1,3,TUESDAY,11,231.8
118473,0,Cash loans,F,0,1,0,58500.0,364896.0,16200.0,315000.0,13505,Pensioner,Secondary / secondary special,,Married,House / apartment,8,683,59,1,2,SATURDAY,11,637.4
280663,1,Cash loans,F,0,1,0,54000.0,472500.0,20146.5,472500.0,54276,Working,Secondary / secondary special,HighRisk,Married,House / apartment,16,52,40,0,21,TUESDAY,9,132.6
417195,0,Cash loans,M,1,1,1,202500.0,590337.0,30271.5,477000.0,65074,Working,Secondary / secondary special,,Married,House / apartment,22,57,50,0,35,MONDAY,13,136.6
343127,0,Cash loans,F,0,1,0,202500.0,1546020.0,50004.0,1350000.0,81009,Working,Secondary / secondary special,LowRisk,Married,House / apartment,11,633,33,0,45,WEDNESDAY,13,597.4
428555,0,Cash loans,F,0,1,0,126000.0,675000.0,21906.0,675000.0,14526,State servant,Secondary / secondary special,LowRisk,Single / not married,House / apartment,2,135,45,0,2,FRIDAY,11,199.0
214686,0,Loans Now,F,0,0,2,90000.0,270000.0,13500.0,270000.0,3140,Working,Secondary / secondary special,LowRisk,Married,With parents,5,522,53,0,12,SATURDAY,13,508.6
373548,0,Cash loans,M,0,1,0,135000.0,290088.0,18666.0,229500.0,12616,Working,Secondary / secondary special,,Civil marriage,House / apartment,16,18,54,0,22,THURSDAY,10,105.4
100020,0,Cash loans,M,0,0,0,108000.0,509602.5,26149.5,387000.0,37740,Working,Secondary / secondary special,LowRisk,Married,House / apartment,2,328,53,0,3,THURSDAY,12,353.4
317000,0,Cash loans,F,0,0,1,112500.0,534204.0,29956.5,495000.0,18393,Working,Secondary / secondary special,,Single / not married,House / apartment,19,755,37,0,41,FRIDAY,16,695.0
311970,0,Cash loans,F,0,1,0,112500.0,59301.0,4882.5,49500.0,52804,Commercial associate,Higher education,,Married,House / apartment,7,630,65,0,45,TUESDAY,8,595.0
279313,0,Cash loans,F,0,1,0,90000.0,1546020.0,42642.0,1350000.0,72486,Pensioner,Secondary / secondary special,HighRisk,Married,House / apartment,1,480,73,0,7,SATURDAY,15,475.0
173116,0,Cash loans,F,0,1,0,292500.0,552555.0,30982.5,477000.0,45632,Commercial associate,Higher education,HighRisk,Married,House / apartment,5,224,35,0,24,SATURDAY,9,270.2
374649,0,Loans Now,F,0,1,0,90000.0,202500.0,10125.0,202500.0,33227,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,15,660,32,0,36,THURSDAY,16,619.0
225015,1,Cash loans,F,1,0,1,135000.0,450000.0,35685.0,450000.0,65306,Working,Higher education,LowRisk,Married,House / apartment,21,14,42,0,8,MONDAY,18,102.2
290567,0,Cash loans,M,0,1,0,112500.0,509922.0,28602.0,472500.0,31465,Working,Secondary / secondary special,LowRisk,Married,House / apartment,0,112,60,0,11,WEDNESDAY,9,180.6
133376,0,Cash loans,F,1,1,0,225000.0,1644255.0,45346.5,1372500.0,40240,State servant,Higher education,LowRisk,Married,House / apartment,7,486,36,0,43,TUESDAY,14,479.8
425258,0,Cash loans,F,0,0,0,112500.0,284400.0,22599.0,225000.0,78239,Working,Secondary / secondary special,,Single / not married,With parents,19,112,67,0,37,WEDNESDAY,15,180.6
356610,0,Cash loans,F,0,1,0,157500.0,755190.0,33394.5,675000.0,67196,Pensioner,Higher education,Risk,Widow,House / apartment,6,542,42,0,37,TUESDAY,11,524.6
428693,1,Cash loans,F,0,1,0,202500.0,361674.0,28705.5,319500.0,55648,State servant,Secondary / secondary special,Risk,Single / not married,House / apartment,23,128,25,1,22,SATURDAY,11,193.4
421536,0,Cash loans,F,0,1,0,121500.0,101880.0,12217.5,90000.0,3805,Commercial associate,Higher education,LowRisk,Single / not married,House / apartment,2,529,69,1,45,THURSDAY,13,514.2
354137,0,Cash loans,M,0,0,1,247500.0,1256400.0,36864.0,900000.0,4852,Commercial associate,Secondary / secondary special,Risk,Married,With parents,19,580,49,0,33,THURSDAY,14,555.0
258164,0,Cash loans,F,0,0,0,85500.0,562500.0,16447.5,562500.0,6285,Working,Secondary / secondary special,LowRisk,Married,House / apartment,7,800,54,0,35,FRIDAY,9,731.0
295794,0,Loans Now,M,1,0,0,135000.0,180000.0,9000.0,180000.0,27571,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,12,404,74,0,21,TUESDAY,14,414.2
330087,0,Cash loans,F,0,1,0,135000.0,835380.0,23571.0,675000.0,55101,Working,Higher education,LowRisk,Civil marriage,House / apartment,12,703,52,0,23,FRIDAY,13,653.4
221209,0,Cash loans,F,1,0,0,270000.0,1078200.0,34780.5,900000.0,28021,Working,Secondary / secondary special,,Married,House / apartment,19,556,56,0,11,SUNDAY,14,535.8
410042,0,Cash loans,F,0,0,0,112500.0,203760.0,23116.5,180000.0,33093,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,7,512,67,1,27,WEDNESDAY,13,500.6
442198,0,Cash loans,M,0,0,0,135000.0,900000.0,32017.5,900000.0,27329,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,17,433,57,0,38,FRIDAY,14,437.4
178311,0,Cash loans,F,0,0,1,121500.0,134775.0,7011.0,112500.0,35550,Working,Higher education,Risk,Separated,House / apartment,18,409,70,1,32,SUNDAY,15,418.2
403782,0,Cash loans,F,0,1,0,90000.0,808650.0,23773.5,675000.0,69666,Commercial associate,Secondary / secondary special,LowRisk,Single / not married,House / apartment,5,262,67,0,35,MONDAY,13,300.6
107447,0,Loans Now,F,0,0,1,67500.0,180000.0,9000.0,180000.0,7003,Working,Secondary / secondary special,LowRisk,Single / not married,With parents,11,59,67,0,41,THURSDAY,9,138.2
424677,0,Loans Now,F,0,1,0,81000.0,225000.0,11250.0,180000.0,13481,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,12,327,31,0,5,SATURDAY,16,352.6
143561,0,Cash loans,M,0,1,0,108000.0,431280.0,22149.0,360000.0,20537,Working,Secondary / secondary special,HighRisk,Single / not married,House / apartment,15,172,42,1,24,THURSDAY,10,228.6
361774,0,Cash loans,F,1,1,2,90000.0,288873.0,17802.0,238500.0,5437,Working,Secondary / secondary special,,Married,House / apartment,21,509,73,0,8,SUNDAY,13,498.2
257003,0,Cash loans,F,0,1,0,171000.0,566055.0,18387.0,472500.0,55353,Pensioner,Secondary / secondary special,,Married,House / apartment,21,254,57,0,38,TUESDAY,12,294.2
195889,0,Cash loans,F,0,0,0,225000.0,568197.0,31725.0,526500.0,46248,Commercial associate,Secondary / secondary special,,Married,House / apartment,11,227,61,0,26,MONDAY,11,272.6
304525,0,Cash loans,F,0,0,0,112500.0,481495.5,33511.5,454500.0,30498,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,20,35,34,0,27,WEDNESDAY,18,119.0
236635,0,Cash loans,F,1,1,2,225000.0,790830.0,52978.5,675000.0,38233,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,6,536,58,1,33,FRIDAY,12,519.8
160544,0,Cash loans,F,1,1,0,67500.0,900000.0,29164.5,900000.0,13266,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,3,497,63,0,15,TUESDAY,15,488.6
211182,0,Cash loans,F,1,1,0,67500.0,254700.0,14751.0,225000.0,18365,Pensioner,Secondary / secondary special,,Married,House / apartment,12,544,59,0,17,TUESDAY,14,526.2
141987,0,Cash loans,F,0,1,0,112500.0,526491.0,27009.0,454500.0,48682,Working,Lower secondary,HighRisk,Married,House / apartment,16,195,72,0,6,WEDNESDAY,8,247.0
394709,0,Cash loans,M,0,1,1,135000.0,494550.0,45360.0,450000.0,15126,Working,Higher education,LowRisk,Married,House / apartment,13,391,71,0,15,THURSDAY,8,403.8
263917,0,Cash loans,F,1,1,0,220500.0,700830.0,20619.0,585000.0,38544,Working,Secondary / secondary special,Risk,Married,House / apartment,22,207,75,1,37,FRIDAY,15,256.6
343280,0,Cash loans,F,0,1,0,315000.0,1824480.0,55444.5,1575000.0,9943,State servant,Secondary / secondary special,,Married,House / apartment,5,533,75,0,5,MONDAY,11,517.4
426274,0,Cash loans,F,1,1,2,135000.0,254700.0,17149.5,225000.0,15176,Commercial associate,Secondary / secondary special,,Married,House / apartment,16,277,66,1,42,THURSDAY,11,312.6
182092,0,Cash loans,F,0,1,0,180000.0,792346.5,30964.5,684000.0,3884,Working,Secondary / secondary special,,Married,House / apartment,22,45,46,1,25,WEDNESDAY,10,127.0
451878,0,Cash loans,F,0,1,0,90000.0,450000.0,23107.5,450000.0,1149,Commercial associate,Secondary / secondary special,,Widow,House / apartment,3,679,70,0,14,MONDAY,10,634.2
361927,0,Cash loans,F,0,1,2,112500.0,760225.5,32337.0,679500.0,55591,State servant,Higher education,,Married,House / apartment,15,27,42,0,19,WEDNESDAY,14,112.6
380421,0,Cash loans,F,0,1,0,81000.0,156384.0,16551.0,135000.0,22057,Working,Secondary / secondary special,Risk,Married,House / apartment,17,524,37,0,29,TUESDAY,11,510.2
135481,0,Cash loans,F,0,1,1,112500.0,916470.0,26928.0,765000.0,33769,Working,Lower secondary,,Married,House / apartment,9,231,69,0,11,THURSDAY,14,275.8
123129,0,Cash loans,M,1,1,0,202500.0,269982.0,28480.5,238500.0,40754,Working,Secondary / secondary special,,Married,House / apartment,15,769,65,0,38,FRIDAY,7,706.2
252446,0,Cash loans,F,0,1,0,171000.0,201663.0,13027.5,166500.0,77547,Pensioner,Secondary / secondary special,,Single / not married,House / apartment,15,238,31,1,28,TUESDAY,11,281.4
179983,1,Cash loans,F,0,0,0,96750.0,675000.0,26901.0,675000.0,53702,Pensioner,Lower secondary,Risk,Married,House / apartment,15,296,51,1,6,TUESDAY,7,327.8
316851,0,Loans Now,F,0,1,0,231300.0,225000.0,11250.0,225000.0,60774,Commercial associate,Higher education,,Single / not married,House / apartment,21,602,72,0,31,FRIDAY,12,572.6
193206,0,Cash loans,F,1,1,1,180000.0,760225.5,34483.5,679500.0,17301,Working,Higher education,Risk,Married,House / apartment,4,321,45,0,38,TUESDAY,10,347.8
144765,0,Cash loans,M,1,0,0,135000.0,508495.5,23562.0,454500.0,17418,State servant,Secondary / secondary special,HighRisk,Civil marriage,House / apartment,14,439,35,0,17,SATURDAY,12,442.2
127319,0,Cash loans,F,0,1,0,67500.0,95940.0,9616.5,90000.0,18340,Working,Secondary / secondary special,,Married,Rented apartment,13,345,35,0,14,TUESDAY,11,367.0
327749,0,Loans Now,F,0,1,0,67500.0,135000.0,6750.0,135000.0,47455,Working,Higher education,Risk,Widow,House / apartment,19,612,54,1,23,THURSDAY,10,580.6
100471,0,Cash loans,F,1,1,1,112500.0,697500.0,35743.5,697500.0,9233,Working,Secondary / secondary special,LowRisk,Married,House / apartment,1,661,40,0,18,SATURDAY,16,619.8
121563,1,Cash loans,F,0,1,0,225000.0,640080.0,31261.5,450000.0,54239,Working,Secondary / secondary special,Risk,Married,House / apartment,21,75,42,0,25,THURSDAY,16,151.0
259659,0,Cash loans,M,0,1,0,157500.0,592560.0,31153.5,450000.0,74899,State servant,Higher education,,Single / not married,House / apartment,17,628,56,0,21,TUESDAY,18,593.4
454677,0,Cash loans,M,0,1,0,139500.0,810000.0,23683.5,810000.0,2330,Pensioner,Secondary / secondary special,LowRisk,Married,House / apartment,12,647,56,1,10,MONDAY,10,608.6
266278,0,Cash loans,M,1,1,0,81000.0,521280.0,23089.5,450000.0,79242,Pensioner,Secondary / secondary special,,Widow,House / apartment,4,358,66,0,33,SATURDAY,12,377.4
358303,0,Cash loans,M,1,1,2,450000.0,900000.0,29164.5,900000.0,13780,Working,Higher education,Risk,Civil marriage,House / apartment,20,321,75,0,26,MONDAY,3,347.8
367613,0,Cash loans,F,0,0,0,270000.0,1350000.0,37255.5,1350000.0,13940,Working,Secondary / secondary special,Risk,Married,House / apartment,7,47,73,0,11,MONDAY,11,128.6
444606,0,Cash loans,M,1,1,0,450000.0,552555.0,43785.0,477000.0,42635,Commercial associate,Secondary / secondary special,,Married,House / apartment,13,596,37,0,44,THURSDAY,7,567.8
150266,0,Cash loans,F,1,1,1,180000.0,840285.0,43033.5,738000.0,29238,Working,Higher education,LowRisk,Married,House / apartment,4,427,53,0,27,MONDAY,15,432.6
137329,0,Cash loans,F,0,1,1,202500.0,1160248.5,41805.0,1039500.0,12931,State servant,Higher education,LowRisk,Married,House / apartment,5,479,45,0,24,MONDAY,6,474.2
247165,0,Cash loans,F,0,1,0,90000.0,675000.0,19867.5,675000.0,9664,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,22,277,54,0,27,FRIDAY,9,312.6
314320,0,Loans Now,F,1,1,1,180000.0,495000.0,24750.0,495000.0,58147,State servant,Higher education,Risk,Separated,House / apartment,17,100,40,0,9,TUESDAY,16,171.0
198415,0,Cash loans,M,0,0,0,85950.0,593010.0,23107.5,495000.0,10900,Pensioner,Secondary / secondary special,Risk,Single / not married,House / apartment,9,520,56,0,28,WEDNESDAY,11,507.0
267215,0,Cash loans,F,0,0,0,49500.0,315000.0,17086.5,315000.0,77380,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,3,46,72,0,20,SATURDAY,13,127.8
301053,0,Cash loans,M,0,1,0,180000.0,144486.0,7965.0,103500.0,47282,State servant,Higher education,Risk,Married,House / apartment,0,768,35,1,23,SATURDAY,6,705.4
272943,0,Cash loans,F,0,1,2,157500.0,805536.0,41260.5,720000.0,22617,Working,Secondary / secondary special,LowRisk,Married,House / apartment,5,681,40,0,9,TUESDAY,8,635.8
145693,0,Cash loans,F,0,1,0,180000.0,1288350.0,37800.0,1125000.0,53326,Pensioner,Secondary / secondary special,,Single / not married,House / apartment,15,114,35,0,8,WEDNESDAY,10,182.2
254018,0,Cash loans,M,1,0,0,157500.0,450000.0,23692.5,450000.0,15598,Working,Secondary / secondary special,,Married,House / apartment,17,749,60,1,37,TUESDAY,9,690.2
243105,0,Cash loans,M,0,1,1,360000.0,1711764.0,45283.5,1530000.0,30681,State servant,Secondary / secondary special,LowRisk,Married,House / apartment,9,550,39,1,43,TUESDAY,9,531.0
211697,0,Cash loans,M,0,1,0,90000.0,315000.0,25015.5,315000.0,53076,Commercial associate,Secondary / secondary special,,Married,House / apartment,4,339,62,0,11,THURSDAY,11,362.2
454025,0,Cash loans,F,0,1,0,175500.0,1035832.5,30285.0,904500.0,63314,State servant,Higher education,Risk,Married,House / apartment,0,391,67,0,23,MONDAY,8,403.8
352029,0,Cash loans,F,0,1,2,67500.0,254700.0,30357.0,225000.0,38538,Commercial associate,Higher education,,Married,House / apartment,11,508,67,0,3,FRIDAY,18,497.4
326045,0,Cash loans,F,1,1,1,180000.0,948096.0,31464.0,720000.0,65012,Working,Secondary / secondary special,,Married,House / apartment,11,733,55,0,28,WEDNESDAY,12,677.4
377107,0,Cash loans,M,0,1,0,225000.0,500211.0,52654.5,463500.0,7649,Working,Secondary / secondary special,,Single / not married,House / apartment,15,617,34,0,4,THURSDAY,16,584.6
104945,0,Loans Now,M,0,1,0,157500.0,180000.0,9000.0,180000.0,67581,Commercial associate,Incomplete higher,,Single / not married,House / apartment,11,282,75,0,37,MONDAY,17,316.6
304311,0,Cash loans,F,0,0,0,112500.0,450000.0,19822.5,450000.0,70229,Working,Secondary / secondary special,,Single / not married,House / apartment,7,116,41,0,32,FRIDAY,9,183.8
444628,0,Cash loans,M,0,0,0,90000.0,1078200.0,34780.5,900000.0,37385,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,3,379,54,0,8,MONDAY,17,394.2
445216,0,Cash loans,F,0,1,1,157500.0,143910.0,15498.0,135000.0,2190,Working,Incomplete higher,,Married,House / apartment,14,593,59,0,33,MONDAY,12,565.4
393800,0,Cash loans,F,0,0,0,112500.0,888840.0,29506.5,675000.0,81951,Working,Higher education,Risk,Married,House / apartment,17,545,51,0,26,WEDNESDAY,12,527.0
445808,0,Cash loans,F,1,1,0,241200.0,495351.0,47160.0,459000.0,41673,State servant,Higher education,LowRisk,Married,House / apartment,9,421,34,1,34,WEDNESDAY,14,427.8
143070,0,Cash loans,F,0,1,0,202500.0,382500.0,19660.5,382500.0,24436,Working,Secondary / secondary special,Risk,Married,House / apartment,2,66,52,0,23,FRIDAY,8,143.8
329773,1,Cash loans,F,0,1,0,135000.0,338832.0,20857.5,292500.0,67251,State servant,Secondary / secondary special,HighRisk,Single / not married,House / apartment,15,34,25,1,33,WEDNESDAY,9,118.2
156015,0,Cash loans,F,1,1,0,225000.0,835380.0,40320.0,675000.0,37016,Commercial associate,Secondary / secondary special,Risk,Civil marriage,With parents,2,137,53,0,14,TUESDAY,14,200.6
266123,0,Cash loans,F,0,0,0,54000.0,229230.0,13288.5,202500.0,23463,Pensioner,Secondary / secondary special,,Single / not married,Municipal apartment,10,234,42,1,45,WEDNESDAY,16,278.2
246797,0,Cash loans,F,0,0,0,157500.0,755190.0,28116.0,675000.0,9961,Pensioner,Secondary / secondary special,LowRisk,Separated,House / apartment,20,424,66,0,14,WEDNESDAY,17,430.2
421886,0,Cash loans,M,1,1,3,135000.0,571486.5,29178.0,454500.0,62591,Working,Secondary / secondary special,Risk,Married,House / apartment,10,472,74,0,17,MONDAY,12,468.6
198731,0,Cash loans,F,0,1,0,90000.0,364896.0,22180.5,315000.0,1395,Commercial associate,Secondary / secondary special,,Single / not married,House / apartment,21,206,66,0,13,SATURDAY,16,255.8
411759,0,Cash loans,F,0,1,0,74250.0,417024.0,21420.0,360000.0,81816,Commercial associate,Higher education,,Single / not married,With parents,4,409,43,0,36,THURSDAY,15,418.2
226751,0,Cash loans,F,0,1,0,157500.0,934389.0,62694.0,882000.0,15979,Working,Secondary / secondary special,Risk,Civil marriage,House / apartment,18,654,46,1,40,TUESDAY,13,614.2
340976,1,Cash loans,M,0,0,2,67500.0,127350.0,13842.0,112500.0,41475,Working,Secondary / secondary special,Risk,Married,House / apartment,12,122,37,1,8,SATURDAY,10,188.6
368750,1,Cash loans,M,1,0,0,184500.0,675000.0,32602.5,675000.0,70426,Working,Secondary / secondary special,Risk,Married,Municipal apartment,20,26,49,1,8,WEDNESDAY,18,111.8
108461,0,Cash loans,F,0,1,1,76500.0,319981.5,14224.5,243000.0,30557,Working,Secondary / secondary special,LowRisk,Married,House / apartment,12,437,63,0,10,WEDNESDAY,17,440.6
376896,0,Cash loans,M,1,1,0,135000.0,225000.0,26833.5,225000.0,74127,Working,Secondary / secondary special,HighRisk,Married,House / apartment,3,210,65,1,13,TUESDAY,11,259.0
372421,0,Cash loans,F,1,1,0,117000.0,835380.0,35392.5,675000.0,10713,Working,Secondary / secondary special,,Married,Rented apartment,20,692,59,1,43,FRIDAY,15,644.6
255697,0,Cash loans,M,1,0,0,157500.0,459000.0,12235.5,459000.0,26853,Working,Incomplete higher,,Single / not married,House / apartment,7,130,40,0,11,FRIDAY,10,195.0
426061,0,Cash loans,F,1,1,0,270000.0,710640.0,80500.5,675000.0,6918,Working,Secondary / secondary special,LowRisk,Married,House / apartment,5,135,52,0,3,TUESDAY,13,199.0
146049,0,Cash loans,M,1,0,2,157500.0,783927.0,40153.5,688500.0,23640,Working,Secondary / secondary special,Risk,Civil marriage,House / apartment,8,634,42,1,32,TUESDAY,8,598.2
335613,0,Cash loans,F,1,1,0,171000.0,1293502.5,37948.5,1129500.0,57587,Working,Secondary / secondary special,LowRisk,Separated,House / apartment,12,230,39,0,3,THURSDAY,15,275.0
421520,0,Cash loans,F,0,1,0,126000.0,792162.0,40576.5,630000.0,72231,Commercial associate,Secondary / secondary special,,Married,House / apartment,0,770,48,0,28,SATURDAY,11,707.0
139518,0,Cash loans,F,0,1,1,225000.0,1216201.5,35689.5,1062000.0,9331,Working,Secondary / secondary special,Risk,Separated,House / apartment,5,645,58,0,6,WEDNESDAY,10,607.0
134960,0,Cash loans,F,0,1,0,112500.0,985500.0,50193.0,985500.0,9096,Working,Secondary / secondary special,HighRisk,Single / not married,House / apartment,0,641,55,0,8,FRIDAY,19,603.8
117521,0,Cash loans,M,1,1,2,126000.0,156384.0,16155.0,135000.0,28842,Working,Secondary / secondary special,LowRisk,Civil marriage,House / apartment,16,72,35,0,38,THURSDAY,13,148.6
286188,0,Cash loans,F,0,1,0,207000.0,1067940.0,31356.0,765000.0,19856,Working,Secondary / secondary special,Risk,Married,House / apartment,0,425,67,0,26,TUESDAY,18,431.0
223057,0,Cash loans,F,1,1,2,157500.0,227520.0,13189.5,180000.0,73038,Working,Incomplete higher,LowRisk,Married,With parents,2,591,59,0,10,MONDAY,10,563.8
445400,0,Cash loans,F,0,1,0,90000.0,142200.0,6759.0,112500.0,4029,Working,Secondary / secondary special,LowRisk,Single / not married,House / apartment,2,36,36,0,20,THURSDAY,11,119.8
187136,0,Cash loans,F,1,1,1,180000.0,253737.0,25227.0,229500.0,58363,Working,Higher education,HighRisk,Married,House / apartment,17,333,54,1,41,SATURDAY,9,357.4
244023,0,Cash loans,F,0,1,0,157500.0,239850.0,25960.5,225000.0,54004,Working,Higher education,LowRisk,Married,House / apartment,6,724,52,1,33,SATURDAY,11,670.2
140437,0,Loans Now,M,0,1,0,67500.0,180000.0,9000.0,180000.0,58175,Working,Secondary / secondary special,,Single / not married,Rented apartment,4,315,53,0,16,SUNDAY,8,343.0
231962,0,Cash loans,F,0,1,0,67500.0,360000.0,17446.5,360000.0,63392,Pensioner,Lower secondary,HighRisk,Widow,House / apartment,3,531,67,0,1,MONDAY,8,515.8
343952,0,Cash loans,F,0,1,0,189000.0,629325.0,30276.0,562500.0,73102,Working,Higher education,LowRisk,Separated,House / apartment,4,324,38,1,43,SATURDAY,16,350.2
305936,0,Cash loans,F,0,0,0,90000.0,985500.0,28813.5,985500.0,32466,State servant,Secondary / secondary special,Risk,Married,House / apartment,5,447,67,0,43,SATURDAY,7,448.6
448397,0,Cash loans,F,0,0,0,180000.0,549882.0,17869.5,459000.0,62814,Working,Secondary / secondary special,Risk,Married,House / apartment,10,501,66,0,7,FRIDAY,11,491.8
164232,0,Cash loans,M,0,1,1,112500.0,348264.0,23404.5,315000.0,21349,Commercial associate,Secondary / secondary special,,Civil marriage,House / apartment,3,464,42,0,29,TUESDAY,12,462.2
376191,0,Cash loans,M,1,1,0,247500.0,558841.5,22162.5,499500.0,67174,Commercial associate,Higher education,LowRisk,Single / not married,House / apartment,7,45,54,0,31,MONDAY,14,127.0
140786,1,Cash loans,M,1,1,0,270000.0,225000.0,10620.0,225000.0,73523,Working,Secondary / secondary special,HighRisk,Married,House / apartment,21,142,27,0,17,WEDNESDAY,16,204.6
273448,0,Cash loans,F,0,0,0,90000.0,260725.5,16078.5,198000.0,63982,Pensioner,Secondary / secondary special,HighRisk,Widow,Municipal apartment,13,254,62,0,43,THURSDAY,10,294.2
266213,0,Cash loans,F,0,1,1,112500.0,473760.0,51151.5,450000.0,46748,Working,Higher education,HighRisk,Married,House / apartment,19,409,41,0,26,MONDAY,12,418.2
164632,0,Loans Now,F,1,1,2,112500.0,180000.0,9000.0,180000.0,51556,Working,Secondary / secondary special,Risk,Married,House / apartment,0,33,72,1,32,TUESDAY,9,117.4
277672,0,Cash loans,F,1,1,1,247500.0,1255680.0,41629.5,1125000.0,81376,State servant,Higher education,,Separated,House / apartment,4,327,75,1,43,MONDAY,15,352.6
183844,0,Cash loans,F,1,1,0,135000.0,1886850.0,52015.5,1575000.0,29758,Working,Secondary / secondary special,Risk,Married,House / apartment,7,669,67,0,9,THURSDAY,8,626.2
435604,0,Cash loans,F,0,0,1,540000.0,2517300.0,66402.0,2250000.0,73427,Working,Secondary / secondary special,Risk,Separated,House / apartment,10,534,62,0,37,WEDNESDAY,14,518.2
198591,0,Cash loans,F,1,1,1,112500.0,239850.0,25317.0,225000.0,74325,Working,Higher education,,Married,House / apartment,15,466,68,1,28,MONDAY,13,463.8
133670,0,Cash loans,F,0,1,2,225000.0,840780.0,34371.0,751500.0,77557,Commercial associate,Higher education,LowRisk,Married,House / apartment,7,431,59,1,5,FRIDAY,13,435.8
261694,0,Cash loans,F,0,1,1,180000.0,332473.5,22347.0,274500.0,10143,Commercial associate,Secondary / secondary special,Risk,Widow,House / apartment,16,180,50,0,36,WEDNESDAY,9,235.0
157079,0,Cash loans,M,0,1,0,117000.0,991944.0,29133.0,828000.0,6980,Commercial associate,Secondary / secondary special,,Married,House / apartment,13,12,66,0,7,TUESDAY,6,100.6
320848,0,Cash loans,F,0,1,0,202500.0,1113399.0,47304.0,945000.0,26500,Pensioner,Secondary / secondary special,,Single / not married,House / apartment,13,121,55,0,11,THURSDAY,10,187.8
192235,0,Cash loans,F,0,1,2,171000.0,753840.0,24448.5,540000.0,32809,State servant,Secondary / secondary special,LowRisk,Married,House / apartment,5,147,72,0,21,THURSDAY,17,208.6
312778,0,Cash loans,M,1,1,2,117000.0,390960.0,21339.0,337500.0,37112,Working,Secondary / secondary special,,Married,House / apartment,3,184,30,1,5,TUESDAY,9,238.2
443722,1,Cash loans,F,0,1,0,90000.0,450000.0,32746.5,450000.0,78136,Pensioner,Secondary / secondary special,Risk,Single / not married,House / apartment,23,297,46,1,18,FRIDAY,9,328.6
391639,0,Loans Now,F,0,1,0,58500.0,180000.0,9000.0,180000.0,58047,State servant,Secondary / secondary special,LowRisk,Married,House / apartment,17,548,65,0,12,THURSDAY,9,529.4
324576,0,Cash loans,F,1,1,1,157500.0,1259626.5,49954.5,1080000.0,80115,Commercial associate,Higher education,Risk,Married,House / apartment,17,279,45,0,35,THURSDAY,7,314.2
256536,0,Cash loans,F,0,1,0,90000.0,808650.0,26217.0,675000.0,30880,State servant,Higher education,Risk,Separated,House / apartment,18,201,40,0,42,FRIDAY,12,251.8
335977,0,Cash loans,M,1,0,0,675000.0,2303460.0,213291.0,2250000.0,26999,Commercial associate,Higher education,,Single / not married,House / apartment,19,729,38,0,40,TUESDAY,14,674.2
184939,0,Cash loans,F,0,1,0,189000.0,906372.0,32683.5,765000.0,11335,Commercial associate,Secondary / secondary special,,Widow,With parents,16,178,57,0,42,FRIDAY,9,233.4
187170,0,Cash loans,F,1,0,0,382500.0,1841530.5,68247.0,1719000.0,73164,State servant,Secondary / secondary special,,Married,House / apartment,11,87,69,0,24,TUESDAY,11,160.6
237789,0,Cash loans,F,0,1,1,247500.0,755190.0,36459.0,675000.0,71263,Working,Secondary / secondary special,,Separated,House / apartment,7,135,66,1,41,WEDNESDAY,13,199.0
208147,0,Cash loans,F,0,0,0,157500.0,1125000.0,37179.0,1125000.0,74087,Working,Secondary / secondary special,,Married,House / apartment,20,574,44,0,39,THURSDAY,17,550.2
130891,0,Cash loans,F,0,1,0,90000.0,495000.0,26982.0,495000.0,43110,Commercial associate,Higher education,Risk,Married,House / apartment,21,594,67,0,21,SATURDAY,9,566.2
169587,0,Loans Now,F,0,1,0,90000.0,270000.0,13500.0,270000.0,5185,Pensioner,Secondary / secondary special,,Civil marriage,House / apartment,18,442,50,0,32,SUNDAY,11,444.6
273406,0,Cash loans,F,0,0,0,337500.0,497520.0,52920.0,450000.0,18366,Commercial associate,Incomplete higher,LowRisk,Single / not married,With parents,22,351,49,0,27,SATURDAY,14,371.8
218461,0,Cash loans,M,0,1,0,180000.0,1180899.0,46962.0,1012500.0,78145,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,1,779,38,0,14,MONDAY,13,714.2
